# trajectory
# s[mm] rx[mm] ry[mm] rz[mm] px py pz
-4.61340296866410e+02 -1.89395808114064e+00 +0.00000000000000e+00 -4.61165105369091e+02 +4.78533909196953e-02 +0.00000000000000e+00 +9.98854370254987e-01
-4.61440351841671e+02 -1.89874657666962e+00 +0.00000000000000e+00 -4.61265045693210e+02 +4.78638988155566e-02 +0.00000000000000e+00 +9.98853866784413e-01
-4.61540406816932e+02 -1.90353612356383e+00 +0.00000000000000e+00 -4.61364985966948e+02 +4.78744067061209e-02 +0.00000000000000e+00 +9.98853363203297e-01
-4.61640461792194e+02 -1.90832672182680e+00 +0.00000000000000e+00 -4.61464926190296e+02 +4.78849145913869e-02 +0.00000000000000e+00 +9.98852859511638e-01
-4.61740516767455e+02 -1.91311837145321e+00 +0.00000000000000e+00 -4.61564866363240e+02 +4.78954224713535e-02 +0.00000000000000e+00 +9.98852355709437e-01
-4.61840571742716e+02 -1.91791107244662e+00 +0.00000000000000e+00 -4.61664806485772e+02 +4.79059303460196e-02 +0.00000000000000e+00 +9.98851851796693e-01
-4.61940626717977e+02 -1.92270482480524e+00 +0.00000000000000e+00 -4.61764746557879e+02 +4.79164382153840e-02 +0.00000000000000e+00 +9.98851347773407e-01
-4.62040681693238e+02 -1.92749962852730e+00 +0.00000000000000e+00 -4.61864686579550e+02 +4.79269460794455e-02 +0.00000000000000e+00 +9.98850843639579e-01
-4.62140736668499e+02 -1.93229548361458e+00 +0.00000000000000e+00 -4.61964626550775e+02 +4.79374539382029e-02 +0.00000000000000e+00 +9.98850339395208e-01
-4.62240791643760e+02 -1.93709239006353e+00 +0.00000000000000e+00 -4.62064566471542e+02 +4.79479617916552e-02 +0.00000000000000e+00 +9.98849835040296e-01
-4.62340846619021e+02 -1.94189034787414e+00 +0.00000000000000e+00 -4.62164506341840e+02 +4.79584696398010e-02 +0.00000000000000e+00 +9.98849330574841e-01
-4.62440901594283e+02 -1.94668935704996e+00 +0.00000000000000e+00 -4.62264446161659e+02 +4.79689774826393e-02 +0.00000000000000e+00 +9.98848825998845e-01
-4.62540956569544e+02 -1.95148941758568e+00 +0.00000000000000e+00 -4.62364385930987e+02 +4.79794853201690e-02 +0.00000000000000e+00 +9.98848321312306e-01
-4.62641011544805e+02 -1.95629052948306e+00 +0.00000000000000e+00 -4.62464325649812e+02 +4.79899931523888e-02 +0.00000000000000e+00 +9.98847816515226e-01
-4.62741066520066e+02 -1.96109269274032e+00 +0.00000000000000e+00 -4.62564265318125e+02 +4.80005009792975e-02 +0.00000000000000e+00 +9.98847311607603e-01
-4.62841121495327e+02 -1.96589590735748e+00 +0.00000000000000e+00 -4.62664204935914e+02 +4.80110088008941e-02 +0.00000000000000e+00 +9.98846806589439e-01
-4.62941176470588e+02 -1.97070017333630e+00 +0.00000000000000e+00 -4.62764144503167e+02 +4.80215166171773e-02 +0.00000000000000e+00 +9.98846301460733e-01
-4.63041231445849e+02 -1.97550549067323e+00 +0.00000000000000e+00 -4.62864084019875e+02 +4.80320244281460e-02 +0.00000000000000e+00 +9.98845796221486e-01
-4.63141286421111e+02 -1.98031185936827e+00 +0.00000000000000e+00 -4.62964023486025e+02 +4.80425322337991e-02 +0.00000000000000e+00 +9.98845290871697e-01
-4.63241341396372e+02 -1.98511927941965e+00 +0.00000000000000e+00 -4.63063962901607e+02 +4.80530400341353e-02 +0.00000000000000e+00 +9.98844785411366e-01
-4.63341396371633e+02 -1.98992775083092e+00 +0.00000000000000e+00 -4.63163902266609e+02 +4.80635478291535e-02 +0.00000000000000e+00 +9.98844279840494e-01
-4.63441451346894e+02 -1.99473727359852e+00 +0.00000000000000e+00 -4.63263841581021e+02 +4.80740556188525e-02 +0.00000000000000e+00 +9.98843774159080e-01
-4.63541506322155e+02 -1.99954784772246e+00 +0.00000000000000e+00 -4.63363780844832e+02 +4.80845634032312e-02 +0.00000000000000e+00 +9.98843268367125e-01
-4.63641561297416e+02 -2.00435947320273e+00 +0.00000000000000e+00 -4.63463720058030e+02 +4.80950711822885e-02 +0.00000000000000e+00 +9.98842762464629e-01
-4.63741616272677e+02 -2.00917215003756e+00 +0.00000000000000e+00 -4.63563659220605e+02 +4.81055789560230e-02 +0.00000000000000e+00 +9.98842256451591e-01
-4.63841671247938e+02 -2.01398587822695e+00 +0.00000000000000e+00 -4.63663598332544e+02 +4.81160867244338e-02 +0.00000000000000e+00 +9.98841750328012e-01
-4.63941726223200e+02 -2.01880065777090e+00 +0.00000000000000e+00 -4.63763537393839e+02 +4.81265944875196e-02 +0.00000000000000e+00 +9.98841244093892e-01
-4.64041781198461e+02 -2.02361648866763e+00 +0.00000000000000e+00 -4.63863476404476e+02 +4.81371022452792e-02 +0.00000000000000e+00 +9.98840737749231e-01
-4.64141836173722e+02 -2.02843337091892e+00 +0.00000000000000e+00 -4.63963415364446e+02 +4.81476099977116e-02 +0.00000000000000e+00 +9.98840231294029e-01
-4.64241891148983e+02 -2.03325130452122e+00 +0.00000000000000e+00 -4.64063354273736e+02 +4.81581177448155e-02 +0.00000000000000e+00 +9.98839724728285e-01
-4.64341946124244e+02 -2.03807028947807e+00 +0.00000000000000e+00 -4.64163293132337e+02 +4.81686254865897e-02 +0.00000000000000e+00 +9.98839218052001e-01
-4.64442001099505e+02 -2.04289032578416e+00 +0.00000000000000e+00 -4.64263231940237e+02 +4.81791332230332e-02 +0.00000000000000e+00 +9.98838711265176e-01
-4.64542056074766e+02 -2.04771141344303e+00 +0.00000000000000e+00 -4.64363170697424e+02 +4.81896409541447e-02 +0.00000000000000e+00 +9.98838204367810e-01
-4.64642111050027e+02 -2.05253355245113e+00 +0.00000000000000e+00 -4.64463109403889e+02 +4.82001486799231e-02 +0.00000000000000e+00 +9.98837697359903e-01
-4.64742166025289e+02 -2.05735674281023e+00 +0.00000000000000e+00 -4.64563048059619e+02 +4.82106564003672e-02 +0.00000000000000e+00 +9.98837190241456e-01
-4.64842221000550e+02 -2.06218098451856e+00 +0.00000000000000e+00 -4.64662986664604e+02 +4.82211641154759e-02 +0.00000000000000e+00 +9.98836683012467e-01
-4.64942275975811e+02 -2.06700627757613e+00 +0.00000000000000e+00 -4.64762925218833e+02 +4.82316718252480e-02 +0.00000000000000e+00 +9.98836175672939e-01
-4.65042330951072e+02 -2.07183262198115e+00 +0.00000000000000e+00 -4.64862863722294e+02 +4.82421795296822e-02 +0.00000000000000e+00 +9.98835668222869e-01
-4.65142385926333e+02 -2.07666001773362e+00 +0.00000000000000e+00 -4.64962802174977e+02 +4.82526872287776e-02 +0.00000000000000e+00 +9.98835160662260e-01
-4.65242440901594e+02 -2.08148846483532e+00 +0.00000000000000e+00 -4.65062740576870e+02 +4.82631949225329e-02 +0.00000000000000e+00 +9.98834652991109e-01
-4.65342495876855e+02 -2.08631796328270e+00 +0.00000000000000e+00 -4.65162678927963e+02 +4.82737026109469e-02 +0.00000000000000e+00 +9.98834145209418e-01
-4.65442550852117e+02 -2.09114851307575e+00 +0.00000000000000e+00 -4.65262617228245e+02 +4.82842102940185e-02 +0.00000000000000e+00 +9.98833637317188e-01
-4.65542605827378e+02 -2.09598011421449e+00 +0.00000000000000e+00 -4.65362555477703e+02 +4.82947179717465e-02 +0.00000000000000e+00 +9.98833129314416e-01
-4.65642660802639e+02 -2.10081276669890e+00 +0.00000000000000e+00 -4.65462493676328e+02 +4.83052256441298e-02 +0.00000000000000e+00 +9.98832621201105e-01
-4.65742715777900e+02 -2.10564647052898e+00 +0.00000000000000e+00 -4.65562431824108e+02 +4.83157333111671e-02 +0.00000000000000e+00 +9.98832112977253e-01
-4.65842770753161e+02 -2.11048122570119e+00 +0.00000000000000e+00 -4.65662369921032e+02 +4.83262409728574e-02 +0.00000000000000e+00 +9.98831604642861e-01
-4.65942825728422e+02 -2.11531703221731e+00 +0.00000000000000e+00 -4.65762307967089e+02 +4.83367486291995e-02 +0.00000000000000e+00 +9.98831096197930e-01
-4.66042880703683e+02 -2.12015389007732e+00 +0.00000000000000e+00 -4.65862245962269e+02 +4.83472562801921e-02 +0.00000000000000e+00 +9.98830587642458e-01
-4.66142935678944e+02 -2.12499179927946e+00 +0.00000000000000e+00 -4.65962183906559e+02 +4.83577639258342e-02 +0.00000000000000e+00 +9.98830078976446e-01
-4.66242990654206e+02 -2.12983075982372e+00 +0.00000000000000e+00 -4.66062121799949e+02 +4.83682715661246e-02 +0.00000000000000e+00 +9.98829570199894e-01
-4.66343045629467e+02 -2.13467077170833e+00 +0.00000000000000e+00 -4.66162059642428e+02 +4.83787792010621e-02 +0.00000000000000e+00 +9.98829061312803e-01
-4.66443100604728e+02 -2.13951183493684e+00 +0.00000000000000e+00 -4.66261997433985e+02 +4.83892868306455e-02 +0.00000000000000e+00 +9.98828552315172e-01
-4.66543155579989e+02 -2.14435394950215e+00 +0.00000000000000e+00 -4.66361935174609e+02 +4.83997944548738e-02 +0.00000000000000e+00 +9.98828043207001e-01
-4.66643210555250e+02 -2.14919711540958e+00 +0.00000000000000e+00 -4.66461872864288e+02 +4.84103020737456e-02 +0.00000000000000e+00 +9.98827533988290e-01
-4.66743265530511e+02 -2.15404133265558e+00 +0.00000000000000e+00 -4.66561810503012e+02 +4.84208096872600e-02 +0.00000000000000e+00 +9.98827024659040e-01
-4.66843320505772e+02 -2.15888660124016e+00 +0.00000000000000e+00 -4.66661748090769e+02 +4.84313172954156e-02 +0.00000000000000e+00 +9.98826515219250e-01
-4.66943375481034e+02 -2.16373292116330e+00 +0.00000000000000e+00 -4.66761685627549e+02 +4.84418248982113e-02 +0.00000000000000e+00 +9.98826005668921e-01
-4.67043430456295e+02 -2.16858029242325e+00 +0.00000000000000e+00 -4.66861623113340e+02 +4.84523324956461e-02 +0.00000000000000e+00 +9.98825496008052e-01
-4.67143485431556e+02 -2.17342871502176e+00 +0.00000000000000e+00 -4.66961560548132e+02 +4.84628400877186e-02 +0.00000000000000e+00 +9.98824986236644e-01
-4.67243540406817e+02 -2.17827818895529e+00 +0.00000000000000e+00 -4.67061497931913e+02 +4.84733476744278e-02 +0.00000000000000e+00 +9.98824476354697e-01
-4.67343595382078e+02 -2.18312871422562e+00 +0.00000000000000e+00 -4.67161435264672e+02 +4.84838552557725e-02 +0.00000000000000e+00 +9.98823966362210e-01
-4.67443650357339e+02 -2.18798029083097e+00 +0.00000000000000e+00 -4.67261372546398e+02 +4.84943628317515e-02 +0.00000000000000e+00 +9.98823456259184e-01
-4.67543705332600e+02 -2.19283291877311e+00 +0.00000000000000e+00 -4.67361309777081e+02 +4.85048704023636e-02 +0.00000000000000e+00 +9.98822946045619e-01
-4.67643760307861e+02 -2.19768659804672e+00 +0.00000000000000e+00 -4.67461246956708e+02 +4.85153779676078e-02 +0.00000000000000e+00 +9.98822435721515e-01
-4.67743815283123e+02 -2.20254132865712e+00 +0.00000000000000e+00 -4.67561184085270e+02 +4.85258855274828e-02 +0.00000000000000e+00 +9.98821925286872e-01
-4.67843870258384e+02 -2.20739711059899e+00 +0.00000000000000e+00 -4.67661121162754e+02 +4.85363930819874e-02 +0.00000000000000e+00 +9.98821414741690e-01
-4.67943925233645e+02 -2.21225394387410e+00 +0.00000000000000e+00 -4.67761058189151e+02 +4.85469006311206e-02 +0.00000000000000e+00 +9.98820904085969e-01
-4.68043980208906e+02 -2.21711182848246e+00 +0.00000000000000e+00 -4.67860995164448e+02 +4.85574081748811e-02 +0.00000000000000e+00 +9.98820393319709e-01
-4.68144035184167e+02 -2.22197076442228e+00 +0.00000000000000e+00 -4.67960932088635e+02 +4.85679157132678e-02 +0.00000000000000e+00 +9.98819882442910e-01
-4.68244090159428e+02 -2.22683075169357e+00 +0.00000000000000e+00 -4.68060868961700e+02 +4.85784232462795e-02 +0.00000000000000e+00 +9.98819371455573e-01
-4.68344145134689e+02 -2.23169179029455e+00 +0.00000000000000e+00 -4.68160805783634e+02 +4.85889307739151e-02 +0.00000000000000e+00 +9.98818860357697e-01
-4.68444200109951e+02 -2.23655388022522e+00 +0.00000000000000e+00 -4.68260742554424e+02 +4.85994382961734e-02 +0.00000000000000e+00 +9.98818349149282e-01
-4.68544255085212e+02 -2.24141702148735e+00 +0.00000000000000e+00 -4.68360679274059e+02 +4.86099458130532e-02 +0.00000000000000e+00 +9.98817837830328e-01
-4.68644310060473e+02 -2.24628121407740e+00 +0.00000000000000e+00 -4.68460615942529e+02 +4.86204533245534e-02 +0.00000000000000e+00 +9.98817326400836e-01
-4.68744365035734e+02 -2.25114645799536e+00 +0.00000000000000e+00 -4.68560552559822e+02 +4.86309608306727e-02 +0.00000000000000e+00 +9.98816814860806e-01
-4.68844420010995e+02 -2.25601275324301e+00 +0.00000000000000e+00 -4.68660489125928e+02 +4.86414683314102e-02 +0.00000000000000e+00 +9.98816303210237e-01
-4.68944474986256e+02 -2.26088009981680e+00 +0.00000000000000e+00 -4.68760425640835e+02 +4.86519758267645e-02 +0.00000000000000e+00 +9.98815791449130e-01
-4.69044529961517e+02 -2.26574849771851e+00 +0.00000000000000e+00 -4.68860362104532e+02 +4.86624833167345e-02 +0.00000000000000e+00 +9.98815279577485e-01
-4.69144584936778e+02 -2.27061794694457e+00 +0.00000000000000e+00 -4.68960298517008e+02 +4.86729908013190e-02 +0.00000000000000e+00 +9.98814767595301e-01
-4.69244639912040e+02 -2.27548844749855e+00 +0.00000000000000e+00 -4.69060234878253e+02 +4.86834982805170e-02 +0.00000000000000e+00 +9.98814255502579e-01
-4.69344694887301e+02 -2.28035999937689e+00 +0.00000000000000e+00 -4.69160171188254e+02 +4.86940057543272e-02 +0.00000000000000e+00 +9.98813743299319e-01
-4.69444749862562e+02 -2.28523260258136e+00 +0.00000000000000e+00 -4.69260107447001e+02 +4.87045132227484e-02 +0.00000000000000e+00 +9.98813230985521e-01
-4.69544804837823e+02 -2.29010625710842e+00 +0.00000000000000e+00 -4.69360043654484e+02 +4.87150206857796e-02 +0.00000000000000e+00 +9.98812718561185e-01
-4.69644859813084e+02 -2.29498096295984e+00 +0.00000000000000e+00 -4.69459979810690e+02 +4.87255281434195e-02 +0.00000000000000e+00 +9.98812206026310e-01
-4.69744914788345e+02 -2.29985672013385e+00 +0.00000000000000e+00 -4.69559915915609e+02 +4.87360355956670e-02 +0.00000000000000e+00 +9.98811693380898e-01
-4.69844969763606e+02 -2.30473352863044e+00 +0.00000000000000e+00 -4.69659851969230e+02 +4.87465430425209e-02 +0.00000000000000e+00 +9.98811180624949e-01
-4.69945024738868e+02 -2.30961138844961e+00 +0.00000000000000e+00 -4.69759787971541e+02 +4.87570504839800e-02 +0.00000000000000e+00 +9.98810667758461e-01
-4.70045079714129e+02 -2.31449029959137e+00 +0.00000000000000e+00 -4.69859723922532e+02 +4.87675579200432e-02 +0.00000000000000e+00 +9.98810154781436e-01
-4.70145134689390e+02 -2.31937026205216e+00 +0.00000000000000e+00 -4.69959659822192e+02 +4.87780653507094e-02 +0.00000000000000e+00 +9.98809641693872e-01
-4.70245189664651e+02 -2.32425127583554e+00 +0.00000000000000e+00 -4.70059595670509e+02 +4.87885727759773e-02 +0.00000000000000e+00 +9.98809128495772e-01
-4.70345244639912e+02 -2.32913334093617e+00 +0.00000000000000e+00 -4.70159531467473e+02 +4.87990801958458e-02 +0.00000000000000e+00 +9.98808615187134e-01
-4.70445299615173e+02 -2.33401645735761e+00 +0.00000000000000e+00 -4.70259467213072e+02 +4.88095876103138e-02 +0.00000000000000e+00 +9.98808101767958e-01
-4.70545354590434e+02 -2.33890062509808e+00 +0.00000000000000e+00 -4.70359402907295e+02 +4.88200950193800e-02 +0.00000000000000e+00 +9.98807588238245e-01
-4.70645409565695e+02 -2.34378584415758e+00 +0.00000000000000e+00 -4.70459338550132e+02 +4.88306024230434e-02 +0.00000000000000e+00 +9.98807074597994e-01
-4.70745464540957e+02 -2.34867211453256e+00 +0.00000000000000e+00 -4.70559274141570e+02 +4.88411098213026e-02 +0.00000000000000e+00 +9.98806560847206e-01
-4.70845519516218e+02 -2.35355943622658e+00 +0.00000000000000e+00 -4.70659209681601e+02 +4.88516172141567e-02 +0.00000000000000e+00 +9.98806046985881e-01
-4.70945574491479e+02 -2.35844780923607e+00 +0.00000000000000e+00 -4.70759145170211e+02 +4.88621246016044e-02 +0.00000000000000e+00 +9.98805533014018e-01
-4.71045629466740e+02 -2.36333723356282e+00 +0.00000000000000e+00 -4.70859080607390e+02 +4.88726319836446e-02 +0.00000000000000e+00 +9.98805018931619e-01
-4.71145684442001e+02 -2.36822770920505e+00 +0.00000000000000e+00 -4.70959015993127e+02 +4.88831393602760e-02 +0.00000000000000e+00 +9.98804504738682e-01
-4.71245739417262e+02 -2.37311923616098e+00 +0.00000000000000e+00 -4.71058951327411e+02 +4.88936467314976e-02 +0.00000000000000e+00 +9.98803990435208e-01
-4.71345794392523e+02 -2.37801181443239e+00 +0.00000000000000e+00 -4.71158886610230e+02 +4.89041540973082e-02 +0.00000000000000e+00 +9.98803476021198e-01
-4.71445849367784e+02 -2.38290544401750e+00 +0.00000000000000e+00 -4.71258821841575e+02 +4.89146614577065e-02 +0.00000000000000e+00 +9.98802961496650e-01
-4.71545904343046e+02 -2.38780012491631e+00 +0.00000000000000e+00 -4.71358757021433e+02 +4.89251688126916e-02 +0.00000000000000e+00 +9.98802446861565e-01
-4.71645959318307e+02 -2.39269585712705e+00 +0.00000000000000e+00 -4.71458692149794e+02 +4.89356761622621e-02 +0.00000000000000e+00 +9.98801932115944e-01
-4.71746014293568e+02 -2.39759264065150e+00 +0.00000000000000e+00 -4.71558627226647e+02 +4.89461835064169e-02 +0.00000000000000e+00 +9.98801417259786e-01
-4.71846069268829e+02 -2.40249047548787e+00 +0.00000000000000e+00 -4.71658562251980e+02 +4.89566908451549e-02 +0.00000000000000e+00 +9.98800902293091e-01
-4.71946124244090e+02 -2.40738936163439e+00 +0.00000000000000e+00 -4.71758497225783e+02 +4.89671981784748e-02 +0.00000000000000e+00 +9.98800387215859e-01
-4.72046179219351e+02 -2.41228929909284e+00 +0.00000000000000e+00 -4.71858432148044e+02 +4.89777055063756e-02 +0.00000000000000e+00 +9.98799872028091e-01
-4.72146234194612e+02 -2.41719028785966e+00 +0.00000000000000e+00 -4.71958367018752e+02 +4.89882128288561e-02 +0.00000000000000e+00 +9.98799356729786e-01
-4.72246289169874e+02 -2.42209232793840e+00 +0.00000000000000e+00 -4.72058301837897e+02 +4.89987201459151e-02 +0.00000000000000e+00 +9.98798841320945e-01
-4.72346344145135e+02 -2.42699541932375e+00 +0.00000000000000e+00 -4.72158236605467e+02 +4.90092274575514e-02 +0.00000000000000e+00 +9.98798325801567e-01
-4.72446399120396e+02 -2.43189956201924e+00 +0.00000000000000e+00 -4.72258171321451e+02 +4.90197347637639e-02 +0.00000000000000e+00 +9.98797810171653e-01
-4.72546454095657e+02 -2.43680475602133e+00 +0.00000000000000e+00 -4.72358105985838e+02 +4.90302420645514e-02 +0.00000000000000e+00 +9.98797294431203e-01
-4.72646509070918e+02 -2.44171100133180e+00 +0.00000000000000e+00 -4.72458040598618e+02 +4.90407493599128e-02 +0.00000000000000e+00 +9.98796778580217e-01
-4.72746564046179e+02 -2.44661829794886e+00 +0.00000000000000e+00 -4.72557975159778e+02 +4.90512566498468e-02 +0.00000000000000e+00 +9.98796262618694e-01
-4.72846619021440e+02 -2.45152664587252e+00 +0.00000000000000e+00 -4.72657909669309e+02 +4.90617639343524e-02 +0.00000000000000e+00 +9.98795746546635e-01
-4.72946673996701e+02 -2.45643604510278e+00 +0.00000000000000e+00 -4.72757844127198e+02 +4.90722712134284e-02 +0.00000000000000e+00 +9.98795230364040e-01
-4.73046728971963e+02 -2.46134649563786e+00 +0.00000000000000e+00 -4.72857778533435e+02 +4.90827784870736e-02 +0.00000000000000e+00 +9.98794714070909e-01
-4.73146783947224e+02 -2.46625799747776e+00 +0.00000000000000e+00 -4.72957712888009e+02 +4.90932857552868e-02 +0.00000000000000e+00 +9.98794197667242e-01
-4.73246838922485e+02 -2.47117055062070e+00 +0.00000000000000e+00 -4.73057647190908e+02 +4.91037930180668e-02 +0.00000000000000e+00 +9.98793681153039e-01
-4.73346893897746e+02 -2.47608415506846e+00 +0.00000000000000e+00 -4.73157581442123e+02 +4.91143002754126e-02 +0.00000000000000e+00 +9.98793164528300e-01
-4.73446948873007e+02 -2.48099881081927e+00 +0.00000000000000e+00 -4.73257515641640e+02 +4.91248075273230e-02 +0.00000000000000e+00 +9.98792647793026e-01
-4.73547003848268e+02 -2.48591451787135e+00 +0.00000000000000e+00 -4.73357449789451e+02 +4.91353147737967e-02 +0.00000000000000e+00 +9.98792130947216e-01
-4.73647058823529e+02 -2.49083127622647e+00 +0.00000000000000e+00 -4.73457383885543e+02 +4.91458220148327e-02 +0.00000000000000e+00 +9.98791613990870e-01
-4.73747113798791e+02 -2.49574908588287e+00 +0.00000000000000e+00 -4.73557317929905e+02 +4.91563292504297e-02 +0.00000000000000e+00 +9.98791096923988e-01
-4.73847168774052e+02 -2.50066794684052e+00 +0.00000000000000e+00 -4.73657251922526e+02 +4.91668364805866e-02 +0.00000000000000e+00 +9.98790579746571e-01
-4.73947223749313e+02 -2.50558785909945e+00 +0.00000000000000e+00 -4.73757185863396e+02 +4.91773437053023e-02 +0.00000000000000e+00 +9.98790062458618e-01
-4.74047278724574e+02 -2.51050882265609e+00 +0.00000000000000e+00 -4.73857119752503e+02 +4.91878509245755e-02 +0.00000000000000e+00 +9.98789545060130e-01
-4.74147333699835e+02 -2.51543083751223e+00 +0.00000000000000e+00 -4.73957053589837e+02 +4.91983581384052e-02 +0.00000000000000e+00 +9.98789027551107e-01
-4.74247388675096e+02 -2.52035390366963e+00 +0.00000000000000e+00 -4.74056987375385e+02 +4.92088653467901e-02 +0.00000000000000e+00 +9.98788509931548e-01
-4.74347443650357e+02 -2.52527802112297e+00 +0.00000000000000e+00 -4.74156921109138e+02 +4.92193725497291e-02 +0.00000000000000e+00 +9.98787992201454e-01
-4.74447498625618e+02 -2.53020318987403e+00 +0.00000000000000e+00 -4.74256854791083e+02 +4.92298797472210e-02 +0.00000000000000e+00 +9.98787474360824e-01
-4.74547553600880e+02 -2.53512940992280e+00 +0.00000000000000e+00 -4.74356788421211e+02 +4.92403869392646e-02 +0.00000000000000e+00 +9.98786956409660e-01
-4.74647608576141e+02 -2.54005668126929e+00 +0.00000000000000e+00 -4.74456721999509e+02 +4.92508941258589e-02 +0.00000000000000e+00 +9.98786438347960e-01
-4.74747663551402e+02 -2.54498500390994e+00 +0.00000000000000e+00 -4.74556655525967e+02 +4.92614013070026e-02 +0.00000000000000e+00 +9.98785920175725e-01
-4.74847718526663e+02 -2.54991437784654e+00 +0.00000000000000e+00 -4.74656589000574e+02 +4.92719084826946e-02 +0.00000000000000e+00 +9.98785401892956e-01
-4.74947773501924e+02 -2.55484480307907e+00 +0.00000000000000e+00 -4.74756522423318e+02 +4.92824156529337e-02 +0.00000000000000e+00 +9.98784883499651e-01
-4.75047828477185e+02 -2.55977627960398e+00 +0.00000000000000e+00 -4.74856455794190e+02 +4.92929228177187e-02 +0.00000000000000e+00 +9.98784364995812e-01
-4.75147883452446e+02 -2.56470880742306e+00 +0.00000000000000e+00 -4.74956389113177e+02 +4.93034299770485e-02 +0.00000000000000e+00 +9.98783846381437e-01
-4.75247938427708e+02 -2.56964238653630e+00 +0.00000000000000e+00 -4.75056322380268e+02 +4.93139371309220e-02 +0.00000000000000e+00 +9.98783327656528e-01
-4.75347993402969e+02 -2.57457701694371e+00 +0.00000000000000e+00 -4.75156255595453e+02 +4.93244442793379e-02 +0.00000000000000e+00 +9.98782808821084e-01
-4.75448048378230e+02 -2.57951269864172e+00 +0.00000000000000e+00 -4.75256188758720e+02 +4.93349514222951e-02 +0.00000000000000e+00 +9.98782289875106e-01
-4.75548103353491e+02 -2.58444943163035e+00 +0.00000000000000e+00 -4.75356121870058e+02 +4.93454585597924e-02 +0.00000000000000e+00 +9.98781770818593e-01
-4.75648158328752e+02 -2.58938721591314e+00 +0.00000000000000e+00 -4.75456054929457e+02 +4.93559656918287e-02 +0.00000000000000e+00 +9.98781251651545e-01
-4.75748213304013e+02 -2.59432605148476e+00 +0.00000000000000e+00 -4.75555987936905e+02 +4.93664728184028e-02 +0.00000000000000e+00 +9.98780732373963e-01
-4.75848268279274e+02 -2.59926593834521e+00 +0.00000000000000e+00 -4.75655920892392e+02 +4.93769799395135e-02 +0.00000000000000e+00 +9.98780212985847e-01
-4.75948323254535e+02 -2.60420687649628e+00 +0.00000000000000e+00 -4.75755853795905e+02 +4.93874870551597e-02 +0.00000000000000e+00 +9.98779693487196e-01
-4.76048378229797e+02 -2.60914886593618e+00 +0.00000000000000e+00 -4.75855786647434e+02 +4.93979941653403e-02 +0.00000000000000e+00 +9.98779173878010e-01
-4.76148433205058e+02 -2.61409190666491e+00 +0.00000000000000e+00 -4.75955719446969e+02 +4.94085012700540e-02 +0.00000000000000e+00 +9.98778654158291e-01
-4.76248488180319e+02 -2.61903599868070e+00 +0.00000000000000e+00 -4.76055652194497e+02 +4.94190083692997e-02 +0.00000000000000e+00 +9.98778134328037e-01
-4.76348543155580e+02 -2.62398114198355e+00 +0.00000000000000e+00 -4.76155584890008e+02 +4.94295154630762e-02 +0.00000000000000e+00 +9.98777614387250e-01
-4.76448598130841e+02 -2.62892733657346e+00 +0.00000000000000e+00 -4.76255517533491e+02 +4.94400225513824e-02 +0.00000000000000e+00 +9.98777094335928e-01
-4.76548653106102e+02 -2.63387458245042e+00 +0.00000000000000e+00 -4.76355450124935e+02 +4.94505296342171e-02 +0.00000000000000e+00 +9.98776574174072e-01
-4.76648708081363e+02 -2.63882287961089e+00 +0.00000000000000e+00 -4.76455382664328e+02 +4.94610367115791e-02 +0.00000000000000e+00 +9.98776053901682e-01
-4.76748763056625e+02 -2.64377222805841e+00 +0.00000000000000e+00 -4.76555315151660e+02 +4.94715437834673e-02 +0.00000000000000e+00 +9.98775533518758e-01
-4.76848818031886e+02 -2.64872262779122e+00 +0.00000000000000e+00 -4.76655247586920e+02 +4.94820508498806e-02 +0.00000000000000e+00 +9.98775013025301e-01
-4.76948873007147e+02 -2.65367407880575e+00 +0.00000000000000e+00 -4.76755179970096e+02 +4.94925579108177e-02 +0.00000000000000e+00 +9.98774492421309e-01
-4.77048927982408e+02 -2.65862658110557e+00 +0.00000000000000e+00 -4.76855112301177e+02 +4.95030649662774e-02 +0.00000000000000e+00 +9.98773971706784e-01
-4.77148982957669e+02 -2.66358013468711e+00 +0.00000000000000e+00 -4.76955044580153e+02 +4.95135720162587e-02 +0.00000000000000e+00 +9.98773450881726e-01
-4.77249037932930e+02 -2.66853473955038e+00 +0.00000000000000e+00 -4.77054976807012e+02 +4.95240790607604e-02 +0.00000000000000e+00 +9.98772929946133e-01
-4.77349092908191e+02 -2.67349039569716e+00 +0.00000000000000e+00 -4.77154908981744e+02 +4.95345860997813e-02 +0.00000000000000e+00 +9.98772408900007e-01
-4.77449147883452e+02 -2.67844710312389e+00 +0.00000000000000e+00 -4.77254841104337e+02 +4.95450931333202e-02 +0.00000000000000e+00 +9.98771887743348e-01
-4.77549202858714e+02 -2.68340486183235e+00 +0.00000000000000e+00 -4.77354773174780e+02 +4.95556001613760e-02 +0.00000000000000e+00 +9.98771366476155e-01
-4.77649257833975e+02 -2.68836367182075e+00 +0.00000000000000e+00 -4.77454705193062e+02 +4.95661071839475e-02 +0.00000000000000e+00 +9.98770845098429e-01
-4.77749312809236e+02 -2.69332353308912e+00 +0.00000000000000e+00 -4.77554637159172e+02 +4.95766142010335e-02 +0.00000000000000e+00 +9.98770323610169e-01
-4.77849367784497e+02 -2.69828444563565e+00 +0.00000000000000e+00 -4.77654569073099e+02 +4.95871212126330e-02 +0.00000000000000e+00 +9.98769802011376e-01
