# trajectory
# s[mm] rx[mm] ry[mm] rz[mm] px py pz
-5.47287520615723e+02 -6.39465762212417e+00 +0.00000000000000e+00 -5.46994113900379e+02 +5.68775990306803e-02 +0.00000000000000e+00 +9.98381159041228e-01
-5.47387575590984e+02 -6.40034903432259e+00 +0.00000000000000e+00 -5.47094006872612e+02 +5.68881019478837e-02 +0.00000000000000e+00 +9.98380560636458e-01
-5.47487630566245e+02 -6.40604149739062e+00 +0.00000000000000e+00 -5.47193899784966e+02 +5.68986048587914e-02 +0.00000000000000e+00 +9.98379962121197e-01
-5.47587685541506e+02 -6.41173501132649e+00 +0.00000000000000e+00 -5.47293792637431e+02 +5.69091077634021e-02 +0.00000000000000e+00 +9.98379363495447e-01
-5.47687740516767e+02 -6.41742957613019e+00 +0.00000000000000e+00 -5.47393685429994e+02 +5.69196106617148e-02 +0.00000000000000e+00 +9.98378764759206e-01
-5.47787795492029e+02 -6.42312519179996e+00 +0.00000000000000e+00 -5.47493578162646e+02 +5.69301135537282e-02 +0.00000000000000e+00 +9.98378165912476e-01
-5.47887850467290e+02 -6.42882185833578e+00 +0.00000000000000e+00 -5.47593470835374e+02 +5.69406164394411e-02 +0.00000000000000e+00 +9.98377566955256e-01
-5.47987905442551e+02 -6.43451957573767e+00 +0.00000000000000e+00 -5.47693363448168e+02 +5.69511193188525e-02 +0.00000000000000e+00 +9.98376967887546e-01
-5.48087960417812e+02 -6.44021834400562e+00 +0.00000000000000e+00 -5.47793256001017e+02 +5.69616221919612e-02 +0.00000000000000e+00 +9.98376368709346e-01
-5.48188015393073e+02 -6.44591816313607e+00 +0.00000000000000e+00 -5.47893148493909e+02 +5.69721250587659e-02 +0.00000000000000e+00 +9.98375769420657e-01
-5.48288070368334e+02 -6.45161903313081e+00 +0.00000000000000e+00 -5.47993040926835e+02 +5.69826279192656e-02 +0.00000000000000e+00 +9.98375170021478e-01
-5.48388125343595e+02 -6.45732095398984e+00 +0.00000000000000e+00 -5.48092933299781e+02 +5.69931307734590e-02 +0.00000000000000e+00 +9.98374570511809e-01
-5.48488180318857e+02 -6.46302392570959e+00 +0.00000000000000e+00 -5.48192825612738e+02 +5.70036336213451e-02 +0.00000000000000e+00 +9.98373970891651e-01
-5.48588235294118e+02 -6.46872794829364e+00 +0.00000000000000e+00 -5.48292717865695e+02 +5.70141364629226e-02 +0.00000000000000e+00 +9.98373371161004e-01
-5.48688290269379e+02 -6.47443302173663e+00 +0.00000000000000e+00 -5.48392610058641e+02 +5.70246392981904e-02 +0.00000000000000e+00 +9.98372771319867e-01
-5.48788345244640e+02 -6.48013914604036e+00 +0.00000000000000e+00 -5.48492502191563e+02 +5.70351421271473e-02 +0.00000000000000e+00 +9.98372171368241e-01
-5.48888400219901e+02 -6.48584632120660e+00 +0.00000000000000e+00 -5.48592394264452e+02 +5.70456449497921e-02 +0.00000000000000e+00 +9.98371571306126e-01
-5.48988455195162e+02 -6.49155454722823e+00 +0.00000000000000e+00 -5.48692286277296e+02 +5.70561477661238e-02 +0.00000000000000e+00 +9.98370971133521e-01
-5.49088510170423e+02 -6.49726382411238e+00 +0.00000000000000e+00 -5.48792178230085e+02 +5.70666505761411e-02 +0.00000000000000e+00 +9.98370370850428e-01
-5.49188565145684e+02 -6.50297415185193e+00 +0.00000000000000e+00 -5.48892070122807e+02 +5.70771533798428e-02 +0.00000000000000e+00 +9.98369770456845e-01
-5.49288620120946e+02 -6.50868553045044e+00 +0.00000000000000e+00 -5.48991961955450e+02 +5.70876561772279e-02 +0.00000000000000e+00 +9.98369169952774e-01
-5.49388675096207e+02 -6.51439795990435e+00 +0.00000000000000e+00 -5.49091853728005e+02 +5.70981589682951e-02 +0.00000000000000e+00 +9.98368569338213e-01
-5.49488730071468e+02 -6.52011144021543e+00 +0.00000000000000e+00 -5.49191745440460e+02 +5.71086617530433e-02 +0.00000000000000e+00 +9.98367968613165e-01
-5.49588785046729e+02 -6.52582597138192e+00 +0.00000000000000e+00 -5.49291637092804e+02 +5.71191645314713e-02 +0.00000000000000e+00 +9.98367367777627e-01
-5.49688840021990e+02 -6.53154155340381e+00 +0.00000000000000e+00 -5.49391528685025e+02 +5.71296673035779e-02 +0.00000000000000e+00 +9.98366766831600e-01
-5.49788894997251e+02 -6.53725818627933e+00 +0.00000000000000e+00 -5.49491420217114e+02 +5.71401700693621e-02 +0.00000000000000e+00 +9.98366165775085e-01
-5.49888949972512e+02 -6.54297587000848e+00 +0.00000000000000e+00 -5.49591311689058e+02 +5.71506728288226e-02 +0.00000000000000e+00 +9.98365564608081e-01
-5.49989004947773e+02 -6.54869460459303e+00 +0.00000000000000e+00 -5.49691203100847e+02 +5.71611755819583e-02 +0.00000000000000e+00 +9.98364963330589e-01
-5.50089059923035e+02 -6.55441439002587e+00 +0.00000000000000e+00 -5.49791094452470e+02 +5.71716783287680e-02 +0.00000000000000e+00 +9.98364361942609e-01
-5.50189114898296e+02 -6.56013522631412e+00 +0.00000000000000e+00 -5.49890985743915e+02 +5.71821810692505e-02 +0.00000000000000e+00 +9.98363760444140e-01
-5.50289169873557e+02 -6.56585711345066e+00 +0.00000000000000e+00 -5.49990876975171e+02 +5.71926838034047e-02 +0.00000000000000e+00 +9.98363158835182e-01
-5.50389224848818e+02 -6.57158005143906e+00 +0.00000000000000e+00 -5.50090768146229e+02 +5.72031865312294e-02 +0.00000000000000e+00 +9.98362557115737e-01
-5.50489279824079e+02 -6.57730404027753e+00 +0.00000000000000e+00 -5.50190659257076e+02 +5.72136892527235e-02 +0.00000000000000e+00 +9.98361955285804e-01
-5.50589334799340e+02 -6.58302907996429e+00 +0.00000000000000e+00 -5.50290550307701e+02 +5.72241919678858e-02 +0.00000000000000e+00 +9.98361353345382e-01
-5.50689389774602e+02 -6.58875517049936e+00 +0.00000000000000e+00 -5.50390441298093e+02 +5.72346946767152e-02 +0.00000000000000e+00 +9.98360751294472e-01
-5.50789444749863e+02 -6.59448231188449e+00 +0.00000000000000e+00 -5.50490332228242e+02 +5.72451973792104e-02 +0.00000000000000e+00 +9.98360149133075e-01
-5.50889499725124e+02 -6.60021050411437e+00 +0.00000000000000e+00 -5.50590223098136e+02 +5.72557000753703e-02 +0.00000000000000e+00 +9.98359546861189e-01
-5.50989554700385e+02 -6.60593974719255e+00 +0.00000000000000e+00 -5.50690113907764e+02 +5.72662027651937e-02 +0.00000000000000e+00 +9.98358944478816e-01
-5.51089609675646e+02 -6.61167004111725e+00 +0.00000000000000e+00 -5.50790004657115e+02 +5.72767054486796e-02 +0.00000000000000e+00 +9.98358341985955e-01
-5.51189664650907e+02 -6.61740138588670e+00 +0.00000000000000e+00 -5.50889895346178e+02 +5.72872081258266e-02 +0.00000000000000e+00 +9.98357739382606e-01
-5.51289719626168e+02 -6.62313378150088e+00 +0.00000000000000e+00 -5.50989785974943e+02 +5.72977107966338e-02 +0.00000000000000e+00 +9.98357136668770e-01
-5.51389774601429e+02 -6.62886722795804e+00 +0.00000000000000e+00 -5.51089676543397e+02 +5.73082134610998e-02 +0.00000000000000e+00 +9.98356533844446e-01
-5.51489829576690e+02 -6.63460172525994e+00 +0.00000000000000e+00 -5.51189567051531e+02 +5.73187161192236e-02 +0.00000000000000e+00 +9.98355930909635e-01
-5.51589884551952e+02 -6.64033727340481e+00 +0.00000000000000e+00 -5.51289457499331e+02 +5.73292187710039e-02 +0.00000000000000e+00 +9.98355327864336e-01
-5.51689939527213e+02 -6.64607387239265e+00 +0.00000000000000e+00 -5.51389347886789e+02 +5.73397214164397e-02 +0.00000000000000e+00 +9.98354724708550e-01
-5.51789994502474e+02 -6.65181152222168e+00 +0.00000000000000e+00 -5.51489238213893e+02 +5.73502240555297e-02 +0.00000000000000e+00 +9.98354121442277e-01
-5.51890049477735e+02 -6.65755022289012e+00 +0.00000000000000e+00 -5.51589128480631e+02 +5.73607266882728e-02 +0.00000000000000e+00 +9.98353518065516e-01
-5.51990104452996e+02 -6.66328997439976e+00 +0.00000000000000e+00 -5.51689018686993e+02 +5.73712293146678e-02 +0.00000000000000e+00 +9.98352914578269e-01
-5.52090159428257e+02 -6.66903077674881e+00 +0.00000000000000e+00 -5.51788908832968e+02 +5.73817319347136e-02 +0.00000000000000e+00 +9.98352310980534e-01
-5.52190214403518e+02 -6.67477262993728e+00 +0.00000000000000e+00 -5.51888798918543e+02 +5.73922345484089e-02 +0.00000000000000e+00 +9.98351707272312e-01
-5.52290269378780e+02 -6.68051553396517e+00 +0.00000000000000e+00 -5.51988688943710e+02 +5.74027371557528e-02 +0.00000000000000e+00 +9.98351103453603e-01
-5.52390324354041e+02 -6.68625948882891e+00 +0.00000000000000e+00 -5.52088578908456e+02 +5.74132397567439e-02 +0.00000000000000e+00 +9.98350499524408e-01
-5.52490379329302e+02 -6.69200449453207e+00 +0.00000000000000e+00 -5.52188468812770e+02 +5.74237423513811e-02 +0.00000000000000e+00 +9.98349895484725e-01
-5.52590434304563e+02 -6.69775055107110e+00 +0.00000000000000e+00 -5.52288358656641e+02 +5.74342449396632e-02 +0.00000000000000e+00 +9.98349291334556e-01
-5.52690489279824e+02 -6.70349765844421e+00 +0.00000000000000e+00 -5.52388248440059e+02 +5.74447475215892e-02 +0.00000000000000e+00 +9.98348687073901e-01
-5.52790544255085e+02 -6.70924581665496e+00 +0.00000000000000e+00 -5.52488138163012e+02 +5.74552500971577e-02 +0.00000000000000e+00 +9.98348082702758e-01
-5.52890599230346e+02 -6.71499502569802e+00 +0.00000000000000e+00 -5.52588027825489e+02 +5.74657526663678e-02 +0.00000000000000e+00 +9.98347478221129e-01
-5.52990654205608e+02 -6.72074528557694e+00 +0.00000000000000e+00 -5.52687917427479e+02 +5.74762552292181e-02 +0.00000000000000e+00 +9.98346873629014e-01
-5.53090709180869e+02 -6.72649659628817e+00 +0.00000000000000e+00 -5.52787806968971e+02 +5.74867577857076e-02 +0.00000000000000e+00 +9.98346268926412e-01
-5.53190764156130e+02 -6.73224895783172e+00 +0.00000000000000e+00 -5.52887696449955e+02 +5.74972603358351e-02 +0.00000000000000e+00 +9.98345664113324e-01
-5.53290819131391e+02 -6.73800237020935e+00 +0.00000000000000e+00 -5.52987585870418e+02 +5.75077628795993e-02 +0.00000000000000e+00 +9.98345059189749e-01
-5.53390874106652e+02 -6.74375683341751e+00 +0.00000000000000e+00 -5.53087475230349e+02 +5.75182654169993e-02 +0.00000000000000e+00 +9.98344454155689e-01
-5.53490929081913e+02 -6.74951234745621e+00 +0.00000000000000e+00 -5.53187364529739e+02 +5.75287679480337e-02 +0.00000000000000e+00 +9.98343849011142e-01
-5.53590984057174e+02 -6.75526891232544e+00 +0.00000000000000e+00 -5.53287253768576e+02 +5.75392704727014e-02 +0.00000000000000e+00 +9.98343243756109e-01
-5.53691039032435e+02 -6.76102652802342e+00 +0.00000000000000e+00 -5.53387142946848e+02 +5.75497729910013e-02 +0.00000000000000e+00 +9.98342638390590e-01
-5.53791094007697e+02 -6.76678519455017e+00 +0.00000000000000e+00 -5.53487032064544e+02 +5.75602755029323e-02 +0.00000000000000e+00 +9.98342032914585e-01
-5.53891148982958e+02 -6.77254491190567e+00 +0.00000000000000e+00 -5.53586921121655e+02 +5.75707780084930e-02 +0.00000000000000e+00 +9.98341427328094e-01
-5.53991203958219e+02 -6.77830568008993e+00 +0.00000000000000e+00 -5.53686810118168e+02 +5.75812805076825e-02 +0.00000000000000e+00 +9.98340821631118e-01
-5.54091258933480e+02 -6.78406749909939e+00 +0.00000000000000e+00 -5.53786699054072e+02 +5.75917830004994e-02 +0.00000000000000e+00 +9.98340215823656e-01
-5.54191313908741e+02 -6.78983036893584e+00 +0.00000000000000e+00 -5.53886587929357e+02 +5.76022854869427e-02 +0.00000000000000e+00 +9.98339609905708e-01
-5.54291368884002e+02 -6.79559428959749e+00 +0.00000000000000e+00 -5.53986476744011e+02 +5.76127879670112e-02 +0.00000000000000e+00 +9.98339003877274e-01
-5.54391423859263e+02 -6.80135926108434e+00 +0.00000000000000e+00 -5.54086365498023e+02 +5.76232904407037e-02 +0.00000000000000e+00 +9.98338397738355e-01
-5.54491478834525e+02 -6.80712528339640e+00 +0.00000000000000e+00 -5.54186254191383e+02 +5.76337929080191e-02 +0.00000000000000e+00 +9.98337791488951e-01
-5.54591533809786e+02 -6.81289235653189e+00 +0.00000000000000e+00 -5.54286142824079e+02 +5.76442953689562e-02 +0.00000000000000e+00 +9.98337185129061e-01
-5.54691588785047e+02 -6.81866048049081e+00 +0.00000000000000e+00 -5.54386031396100e+02 +5.76547978235139e-02 +0.00000000000000e+00 +9.98336578658686e-01
-5.54791643760308e+02 -6.82442965527138e+00 +0.00000000000000e+00 -5.54485919907435e+02 +5.76653002716909e-02 +0.00000000000000e+00 +9.98335972077825e-01
-5.54891698735569e+02 -6.83019988087537e+00 +0.00000000000000e+00 -5.54585808358074e+02 +5.76758027134861e-02 +0.00000000000000e+00 +9.98335365386479e-01
-5.54991753710830e+02 -6.83597115729924e+00 +0.00000000000000e+00 -5.54685696748004e+02 +5.76863051488984e-02 +0.00000000000000e+00 +9.98334758584648e-01
-5.55091808686091e+02 -6.84174348454299e+00 +0.00000000000000e+00 -5.54785585077215e+02 +5.76968075779266e-02 +0.00000000000000e+00 +9.98334151672333e-01
-5.55191863661352e+02 -6.84751686260839e+00 +0.00000000000000e+00 -5.54885473345696e+02 +5.77073100005695e-02 +0.00000000000000e+00 +9.98333544649532e-01
-5.55291918636614e+02 -6.85329129149189e+00 +0.00000000000000e+00 -5.54985361553436e+02 +5.77178124168260e-02 +0.00000000000000e+00 +9.98332937516246e-01
-5.55391973611875e+02 -6.85906677119526e+00 +0.00000000000000e+00 -5.55085249700423e+02 +5.77283148266949e-02 +0.00000000000000e+00 +9.98332330272475e-01
-5.55492028587136e+02 -6.86484330171496e+00 +0.00000000000000e+00 -5.55185137786648e+02 +5.77388172301751e-02 +0.00000000000000e+00 +9.98331722918219e-01
-5.55592083562397e+02 -6.87062088305453e+00 +0.00000000000000e+00 -5.55285025812098e+02 +5.77493196272653e-02 +0.00000000000000e+00 +9.98331115453479e-01
-5.55692138537658e+02 -6.87639951520865e+00 +0.00000000000000e+00 -5.55384913776762e+02 +5.77598220179645e-02 +0.00000000000000e+00 +9.98330507878254e-01
-5.55792193512919e+02 -6.88217919817909e+00 +0.00000000000000e+00 -5.55484801680631e+02 +5.77703244022714e-02 +0.00000000000000e+00 +9.98329900192545e-01
-5.55892248488180e+02 -6.88795993196585e+00 +0.00000000000000e+00 -5.55584689523691e+02 +5.77808267801849e-02 +0.00000000000000e+00 +9.98329292396351e-01
-5.55992303463441e+02 -6.89374171656717e+00 +0.00000000000000e+00 -5.55684577305933e+02 +5.77913291517038e-02 +0.00000000000000e+00 +9.98328684489672e-01
-5.56092358438702e+02 -6.89952455198302e+00 +0.00000000000000e+00 -5.55784465027346e+02 +5.78018315168270e-02 +0.00000000000000e+00 +9.98328076472509e-01
-5.56192413413964e+02 -6.90530843821165e+00 +0.00000000000000e+00 -5.55884352687917e+02 +5.78123338755533e-02 +0.00000000000000e+00 +9.98327468344862e-01
-5.56292468389225e+02 -6.91109337525482e+00 +0.00000000000000e+00 -5.55984240287638e+02 +5.78228362278816e-02 +0.00000000000000e+00 +9.98326860106731e-01
-5.56392523364486e+02 -6.91687936310899e+00 +0.00000000000000e+00 -5.56084127826495e+02 +5.78333385738106e-02 +0.00000000000000e+00 +9.98326251758115e-01
-5.56492578339747e+02 -6.92266640177415e+00 +0.00000000000000e+00 -5.56184015304478e+02 +5.78438409133393e-02 +0.00000000000000e+00 +9.98325643299015e-01
-5.56592633315008e+02 -6.92845449125208e+00 +0.00000000000000e+00 -5.56283902721577e+02 +5.78543432464664e-02 +0.00000000000000e+00 +9.98325034729431e-01
-5.56692688290269e+02 -6.93424363153923e+00 +0.00000000000000e+00 -5.56383790077779e+02 +5.78648455731908e-02 +0.00000000000000e+00 +9.98324426049363e-01
-5.56792743265530e+02 -6.94003382263560e+00 +0.00000000000000e+00 -5.56483677373075e+02 +5.78753478935114e-02 +0.00000000000000e+00 +9.98323817258812e-01
-5.56892798240792e+02 -6.94582506454118e+00 +0.00000000000000e+00 -5.56583564607453e+02 +5.78858502074269e-02 +0.00000000000000e+00 +9.98323208357776e-01
-5.56992853216053e+02 -6.95161735725776e+00 +0.00000000000000e+00 -5.56683451780901e+02 +5.78963525149362e-02 +0.00000000000000e+00 +9.98322599346257e-01
-5.57092908191314e+02 -6.95741070078000e+00 +0.00000000000000e+00 -5.56783338893409e+02 +5.79068548160382e-02 +0.00000000000000e+00 +9.98321990224253e-01
-5.57192963166575e+02 -6.96320509510791e+00 +0.00000000000000e+00 -5.56883225944966e+02 +5.79173571107317e-02 +0.00000000000000e+00 +9.98321380991767e-01
-5.57293018141836e+02 -6.96900054024504e+00 +0.00000000000000e+00 -5.56983112935561e+02 +5.79278593990155e-02 +0.00000000000000e+00 +9.98320771648796e-01
-5.57393073117097e+02 -6.97479703618782e+00 +0.00000000000000e+00 -5.57082999865183e+02 +5.79383616808884e-02 +0.00000000000000e+00 +9.98320162195342e-01
-5.57493128092358e+02 -6.98059458293450e+00 +0.00000000000000e+00 -5.57182886733820e+02 +5.79488639563494e-02 +0.00000000000000e+00 +9.98319552631405e-01
-5.57593183067620e+02 -6.98639318048684e+00 +0.00000000000000e+00 -5.57282773541461e+02 +5.79593662253971e-02 +0.00000000000000e+00 +9.98318942956984e-01
-5.57693238042881e+02 -6.99219282884130e+00 +0.00000000000000e+00 -5.57382660288097e+02 +5.79698684880306e-02 +0.00000000000000e+00 +9.98318333172080e-01
-5.57793293018142e+02 -6.99799352799964e+00 +0.00000000000000e+00 -5.57482546973714e+02 +5.79803707442486e-02 +0.00000000000000e+00 +9.98317723276693e-01
-5.57893347993403e+02 -7.00379527796187e+00 +0.00000000000000e+00 -5.57582433598303e+02 +5.79908729940499e-02 +0.00000000000000e+00 +9.98317113270822e-01
-5.57993402968664e+02 -7.00959807872622e+00 +0.00000000000000e+00 -5.57682320161853e+02 +5.80013752374334e-02 +0.00000000000000e+00 +9.98316503154469e-01
-5.58093457943925e+02 -7.01540193029089e+00 +0.00000000000000e+00 -5.57782206664351e+02 +5.80118774743979e-02 +0.00000000000000e+00 +9.98315892927632e-01
-5.58193512919186e+02 -7.02120683265591e+00 +0.00000000000000e+00 -5.57882093105788e+02 +5.80223797049423e-02 +0.00000000000000e+00 +9.98315282590313e-01
-5.58293567894448e+02 -7.02701278582303e+00 +0.00000000000000e+00 -5.57981979486152e+02 +5.80328819290654e-02 +0.00000000000000e+00 +9.98314672142510e-01
-5.58393622869709e+02 -7.03281978978872e+00 +0.00000000000000e+00 -5.58081865805433e+02 +5.80433841467661e-02 +0.00000000000000e+00 +9.98314061584225e-01
-5.58493677844970e+02 -7.03862784455296e+00 +0.00000000000000e+00 -5.58181752063618e+02 +5.80538863580431e-02 +0.00000000000000e+00 +9.98313450915457e-01
-5.58593732820231e+02 -7.04443695011399e+00 +0.00000000000000e+00 -5.58281638260698e+02 +5.80643885628953e-02 +0.00000000000000e+00 +9.98312840136205e-01
-5.58693787795492e+02 -7.05024710647358e+00 +0.00000000000000e+00 -5.58381524396660e+02 +5.80748907613216e-02 +0.00000000000000e+00 +9.98312229246472e-01
-5.58793842770753e+02 -7.05605831363173e+00 +0.00000000000000e+00 -5.58481410471494e+02 +5.80853929533208e-02 +0.00000000000000e+00 +9.98311618246256e-01
-5.58893897746014e+02 -7.06187057158310e+00 +0.00000000000000e+00 -5.58581296485189e+02 +5.80958951388917e-02 +0.00000000000000e+00 +9.98311007135557e-01
-5.58993952721275e+02 -7.06768388033304e+00 +0.00000000000000e+00 -5.58681182437734e+02 +5.81063973180331e-02 +0.00000000000000e+00 +9.98310395914376e-01
-5.59094007696537e+02 -7.07349823987620e+00 +0.00000000000000e+00 -5.58781068329118e+02 +5.81168994907440e-02 +0.00000000000000e+00 +9.98309784582713e-01
-5.59194062671798e+02 -7.07931365021438e+00 +0.00000000000000e+00 -5.58880954159329e+02 +5.81274016570231e-02 +0.00000000000000e+00 +9.98309173140567e-01
-5.59294117647059e+02 -7.08513011134578e+00 +0.00000000000000e+00 -5.58980839928357e+02 +5.81379038168693e-02 +0.00000000000000e+00 +9.98308561587939e-01
-5.59394172622320e+02 -7.09094762327041e+00 +0.00000000000000e+00 -5.59080725636191e+02 +5.81484059702814e-02 +0.00000000000000e+00 +9.98307949924829e-01
-5.59494227597581e+02 -7.09676618598650e+00 +0.00000000000000e+00 -5.59180611282819e+02 +5.81589081172582e-02 +0.00000000000000e+00 +9.98307338151237e-01
-5.59594282572842e+02 -7.10258579949581e+00 +0.00000000000000e+00 -5.59280496868231e+02 +5.81694102577986e-02 +0.00000000000000e+00 +9.98306726267163e-01
-5.59694337548103e+02 -7.10840646379481e+00 +0.00000000000000e+00 -5.59380382392415e+02 +5.81799123919015e-02 +0.00000000000000e+00 +9.98306114272607e-01
-5.59794392523365e+02 -7.11422817888526e+00 +0.00000000000000e+00 -5.59480267855360e+02 +5.81904145195656e-02 +0.00000000000000e+00 +9.98305502167569e-01
-5.59894447498626e+02 -7.12005094476538e+00 +0.00000000000000e+00 -5.59580153257056e+02 +5.82009166407899e-02 +0.00000000000000e+00 +9.98304889952049e-01
-5.59994502473887e+02 -7.12587476143519e+00 +0.00000000000000e+00 -5.59680038597491e+02 +5.82114187555731e-02 +0.00000000000000e+00 +9.98304277626047e-01
-5.60094557449148e+02 -7.13169962889289e+00 +0.00000000000000e+00 -5.59779923876654e+02 +5.82219208639140e-02 +0.00000000000000e+00 +9.98303665189563e-01
-5.60194612424409e+02 -7.13752554713850e+00 +0.00000000000000e+00 -5.59879809094534e+02 +5.82324229658116e-02 +0.00000000000000e+00 +9.98303052642598e-01
-5.60294667399670e+02 -7.14335251617023e+00 +0.00000000000000e+00 -5.59979694251121e+02 +5.82429250612646e-02 +0.00000000000000e+00 +9.98302439985152e-01
-5.60394722374931e+02 -7.14918053598986e+00 +0.00000000000000e+00 -5.60079579346402e+02 +5.82534271502720e-02 +0.00000000000000e+00 +9.98301827217224e-01
-5.60494777350193e+02 -7.15500960659561e+00 +0.00000000000000e+00 -5.60179464380368e+02 +5.82639292328324e-02 +0.00000000000000e+00 +9.98301214338814e-01
-5.60594832325453e+02 -7.16083972798572e+00 +0.00000000000000e+00 -5.60279349353007e+02 +5.82744313089448e-02 +0.00000000000000e+00 +9.98300601349924e-01
-5.60694887300715e+02 -7.16667090016017e+00 +0.00000000000000e+00 -5.60379234264307e+02 +5.82849333786081e-02 +0.00000000000000e+00 +9.98299988250552e-01
-5.60794942275976e+02 -7.17250312312075e+00 +0.00000000000000e+00 -5.60479119114258e+02 +5.82954354418209e-02 +0.00000000000000e+00 +9.98299375040698e-01
-5.60894997251237e+02 -7.17833639686212e+00 +0.00000000000000e+00 -5.60579003902849e+02 +5.83059374985823e-02 +0.00000000000000e+00 +9.98298761720364e-01
-5.60995052226498e+02 -7.18417072138785e+00 +0.00000000000000e+00 -5.60678888630069e+02 +5.83164395488910e-02 +0.00000000000000e+00 +9.98298148289548e-01
-5.61095107201759e+02 -7.19000609669614e+00 +0.00000000000000e+00 -5.60778773295906e+02 +5.83269415927458e-02 +0.00000000000000e+00 +9.98297534748252e-01
-5.61195162177020e+02 -7.19584252278345e+00 +0.00000000000000e+00 -5.60878657900350e+02 +5.83374436301456e-02 +0.00000000000000e+00 +9.98296921096474e-01
-5.61295217152281e+02 -7.20167999965334e+00 +0.00000000000000e+00 -5.60978542443389e+02 +5.83479456610893e-02 +0.00000000000000e+00 +9.98296307334216e-01
-5.61395272127543e+02 -7.20751852730224e+00 +0.00000000000000e+00 -5.61078426925013e+02 +5.83584476855756e-02 +0.00000000000000e+00 +9.98295693461476e-01
-5.61495327102804e+02 -7.21335810573194e+00 +0.00000000000000e+00 -5.61178311345211e+02 +5.83689497036034e-02 +0.00000000000000e+00 +9.98295079478256e-01
-5.61595382078065e+02 -7.21919873494066e+00 +0.00000000000000e+00 -5.61278195703971e+02 +5.83794517151716e-02 +0.00000000000000e+00 +9.98294465384556e-01
-5.61695437053326e+02 -7.22504041492663e+00 +0.00000000000000e+00 -5.61378080001282e+02 +5.83899537202790e-02 +0.00000000000000e+00 +9.98293851180375e-01
-5.61795492028587e+02 -7.23088314568983e+00 +0.00000000000000e+00 -5.61477964237134e+02 +5.84004557189244e-02 +0.00000000000000e+00 +9.98293236865713e-01
-5.61895547003848e+02 -7.23672692723028e+00 +0.00000000000000e+00 -5.61577848411514e+02 +5.84109577111066e-02 +0.00000000000000e+00 +9.98292622440570e-01
-5.61995601979109e+02 -7.24257175954797e+00 +0.00000000000000e+00 -5.61677732524413e+02 +5.84214596968246e-02 +0.00000000000000e+00 +9.98292007904948e-01
-5.62095656954371e+02 -7.24841764263935e+00 +0.00000000000000e+00 -5.61777616575819e+02 +5.84319616760771e-02 +0.00000000000000e+00 +9.98291393258845e-01
-5.62195711929632e+02 -7.25426457650620e+00 +0.00000000000000e+00 -5.61877500565721e+02 +5.84424636488629e-02 +0.00000000000000e+00 +9.98290778502262e-01
-5.62295766904893e+02 -7.26011256114852e+00 +0.00000000000000e+00 -5.61977384494108e+02 +5.84529656151810e-02 +0.00000000000000e+00 +9.98290163635198e-01
-5.62395821880154e+02 -7.26596159656452e+00 +0.00000000000000e+00 -5.62077268360969e+02 +5.84634675750301e-02 +0.00000000000000e+00 +9.98289548657654e-01
-5.62495876855415e+02 -7.27181168275244e+00 +0.00000000000000e+00 -5.62177152166293e+02 +5.84739695284091e-02 +0.00000000000000e+00 +9.98288933569631e-01
-5.62595931830676e+02 -7.27766281971228e+00 +0.00000000000000e+00 -5.62277035910069e+02 +5.84844714753168e-02 +0.00000000000000e+00 +9.98288318371127e-01
-5.62695986805937e+02 -7.28351500744403e+00 +0.00000000000000e+00 -5.62376919592286e+02 +5.84949734157521e-02 +0.00000000000000e+00 +9.98287703062144e-01
-5.62796041781198e+02 -7.28936824594946e+00 +0.00000000000000e+00 -5.62476803212932e+02 +5.85054753497138e-02 +0.00000000000000e+00 +9.98287087642680e-01
-5.62896096756460e+02 -7.29522253522326e+00 +0.00000000000000e+00 -5.62576686771997e+02 +5.85159772772007e-02 +0.00000000000000e+00 +9.98286472112737e-01
-5.62996151731721e+02 -7.30107787526542e+00 +0.00000000000000e+00 -5.62676570269470e+02 +5.85264791982117e-02 +0.00000000000000e+00 +9.98285856472314e-01
-5.63096206706982e+02 -7.30693426607950e+00 +0.00000000000000e+00 -5.62776453705339e+02 +5.85369811127456e-02 +0.00000000000000e+00 +9.98285240721411e-01
-5.63196261682243e+02 -7.31279170766016e+00 +0.00000000000000e+00 -5.62876337079594e+02 +5.85474830208012e-02 +0.00000000000000e+00 +9.98284624860029e-01
-5.63296316657504e+02 -7.31865020000918e+00 +0.00000000000000e+00 -5.62976220392224e+02 +5.85579849223774e-02 +0.00000000000000e+00 +9.98284008888167e-01
-5.63396371632765e+02 -7.32450974312478e+00 +0.00000000000000e+00 -5.63076103643217e+02 +5.85684868174731e-02 +0.00000000000000e+00 +9.98283392805826e-01
-5.63496426608026e+02 -7.33037033700875e+00 +0.00000000000000e+00 -5.63175986832562e+02 +5.85789887060870e-02 +0.00000000000000e+00 +9.98282776613006e-01
-5.63596481583287e+02 -7.33623198165752e+00 +0.00000000000000e+00 -5.63275869960248e+02 +5.85894905882181e-02 +0.00000000000000e+00 +9.98282160309706e-01
-5.63696536558549e+02 -7.34209467707110e+00 +0.00000000000000e+00 -5.63375753026265e+02 +5.85999924638650e-02 +0.00000000000000e+00 +9.98281543895927e-01
-5.63796591533810e+02 -7.34795842324950e+00 +0.00000000000000e+00 -5.63475636030601e+02 +5.86104943330268e-02 +0.00000000000000e+00 +9.98280927371668e-01
